config,awmae,outcome,exact,levels,choices
gty_conf_home2,2.2530174154041562,62.58780821271982,14.332186129838293,"{'gender,tournament,year,conf_pair,is_home': 40926, 'gender,tournament,year': 1258, 'gender,archetype': 122, 'gender,tournament,era': 60, 'gender,tournament': 56}","{'E5': 15205, 'E4': 3729, 'metric_draw_off': 3102, 'risk1': 2885, 'v4': 2801, 'dynamic': 2688, 'metric_batch': 2565, 'risk3': 2456, 'v29': 2107, 'Plan01': 1699}"
gty_conf2,2.2661678062239705,62.253076234029514,14.186035547593228,"{'gender,tournament,year,conf_pair': 41868, 'gender,tournament,year': 448, 'gender,archetype': 56, 'gender,tournament': 30, 'gender,tournament,era': 20}","{'E5': 15750, 'E4': 4342, 'metric_draw_off': 3443, 'dynamic': 2916, 'v4': 2646, 'risk1': 2528, 'metric_batch': 2199, 'risk3': 1998, 'v29': 1809, 'Plan01': 1682}"
gty_conf4,2.286832173506179,61.953703267172685,13.804158219791617,"{'gender,tournament,year,conf_pair': 39830, 'gender,tournament,year': 2274, 'gender,archetype': 168, 'gender,tournament,era': 90, 'gender,tournament': 60}","{'E5': 15630, 'E4': 4648, 'metric_draw_off': 3476, 'dynamic': 2749, 'v4': 2614, 'risk1': 2535, 'risk3': 2048, 'metric_batch': 2035, 'v29': 1835, 'Plan01': 1629}"
gty_conf_home4,2.2875339153178653,62.113997454151146,13.686294847013341,"{'gender,tournament,year,conf_pair,is_home': 37630, 'gender,tournament,year': 4162, 'gender,archetype': 282, 'gender,tournament,era': 194, 'gender,tournament': 154}","{'E5': 15071, 'E4': 4174, 'metric_draw_off': 3161, 'risk1': 2846, 'v4': 2747, 'dynamic': 2489, 'risk3': 2486, 'metric_batch': 2318, 'v29': 2125, 'Plan01': 1577}"
gty_conf6,2.3006717292676107,61.75805006836076,13.533072462401584,"{'gender,tournament,year,conf_pair': 38186, 'gender,tournament,year': 3774, 'gender,archetype': 216, 'gender,tournament,era': 134, 'gender,tournament': 112}","{'E5': 15663, 'E4': 4845, 'metric_draw_off': 3514, 'v4': 2618, 'dynamic': 2593, 'risk1': 2518, 'risk3': 2040, 'metric_batch': 1914, 'v29': 1812, 'Plan01': 1589}"
gty_conf_home6,2.3046261060566846,61.77455094054971,13.353920135778605,"{'gender,tournament,year,conf_pair,is_home': 35460, 'gender,tournament,year': 6156, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 15059, 'E4': 4449, 'metric_draw_off': 3209, 'risk1': 2836, 'v4': 2759, 'risk3': 2491, 'dynamic': 2279, 'v29': 2226, 'metric_batch': 2160, 'Plan01': 1435}"
gty_conf8,2.3122624629681283,61.560039602093255,13.33034746122295,"{'gender,tournament,year,conf_pair': 36680, 'gender,tournament,year': 5112, 'gender,archetype': 282, 'gender,tournament,era': 194, 'gender,tournament': 154}","{'E5': 15687, 'E4': 5022, 'metric_draw_off': 3570, 'v4': 2566, 'dynamic': 2544, 'risk1': 2439, 'risk3': 2015, 'v29': 1836, 'metric_batch': 1794, 'Plan01': 1539}"
gty_nh2,2.3135894119381377,61.517608787893074,13.113478855310923,"{'gender,tournament,year,neutral,is_home': 42254, 'gender,archetype': 78, 'gender,tournament,year': 42, 'gender,tournament': 24, 'gender,tournament,era': 24}","{'E5': 14698, 'E4': 4542, 'risk1': 3229, 'dynamic': 2596, 'v29': 2570, 'metric_draw_off': 2490, 'v4': 2378, 'Plan01': 1773, 'E1': 1759, 'metric_batch': 1570}"
gty_conf_home8,2.315359703464348,61.633114893215776,13.132336994955448,"{'gender,tournament,year,conf_pair,is_home': 33302, 'gender,tournament,year': 8314, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 15195, 'E4': 4611, 'metric_draw_off': 3136, 'risk1': 2743, 'v4': 2700, 'risk3': 2490, 'v29': 2245, 'dynamic': 2134, 'metric_batch': 1986, 'Plan01': 1383}"
gty_conf10,2.3183551398420366,61.46574890387063,13.221913158266938,"{'gender,tournament,year,conf_pair': 35650, 'gender,tournament,year': 5966, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 15794, 'E4': 5168, 'metric_draw_off': 3520, 'v4': 2566, 'dynamic': 2438, 'risk1': 2420, 'risk3': 2006, 'v29': 1861, 'metric_batch': 1697, 'Plan01': 1466}"
gty_neutral2,2.319888767591089,61.310169251803316,13.113478855310923,"{'gender,tournament,year,neutral': 42422}","{'E5': 14812, 'E4': 4738, 'risk1': 3740, 'dynamic': 2990, 'E2': 2802, 'metric_draw_off': 2476, 'v4': 2116, 'Plan01': 1894, 'metric_batch': 1568, 'E1': 1476}"
gty_conf_home10,2.3199960649693794,61.54825326481542,13.066333506199612,"{'gender,tournament,year,conf_pair,is_home': 32234, 'gender,tournament,year': 9382, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 15276, 'E4': 4664, 'metric_draw_off': 3178, 'risk1': 2753, 'v4': 2614, 'risk3': 2505, 'v29': 2267, 'dynamic': 2095, 'metric_batch': 1894, 'Plan01': 1323}"
gty_conf12,2.3215741406228227,61.42567535712602,13.181839611522323,"{'gender,tournament,year,conf_pair': 34944, 'gender,tournament,year': 6672, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 15772, 'E4': 5222, 'metric_draw_off': 3529, 'v4': 2586, 'risk1': 2409, 'dynamic': 2354, 'risk3': 1986, 'v29': 1911, 'metric_batch': 1645, 'Plan01': 1436}"
gty_neutral4,2.3228647965513853,61.24652303050304,13.061618971288484,"{'gender,tournament,year,neutral': 42254, 'gender,archetype': 78, 'gender,tournament,year': 42, 'gender,tournament': 24, 'gender,tournament,era': 24}","{'E5': 14766, 'E4': 4820, 'risk1': 3744, 'dynamic': 2976, 'E2': 2802, 'metric_draw_off': 2472, 'v4': 2114, 'Plan01': 1876, 'metric_batch': 1556, 'E1': 1476}"
gty_conf_home12,2.3244340867900584,61.444533496770546,13.021545424543868,"{'gender,tournament,year,conf_pair,is_home': 30710, 'gender,tournament,year': 10906, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 15390, 'E4': 4728, 'metric_draw_off': 3252, 'risk1': 2764, 'v4': 2573, 'risk3': 2472, 'v29': 2292, 'dynamic': 1990, 'metric_batch': 1765, 'Plan01': 1324}"
gty_nh4,2.3269652396039833,61.30781198434775,12.906039319221158,"{'gender,tournament,year,neutral,is_home': 40542, 'gender,tournament,year': 1162, 'gender,archetype': 274, 'gender,tournament,era': 250, 'gender,tournament': 194}","{'E5': 14487, 'E4': 4876, 'risk1': 3214, 'v29': 2561, 'dynamic': 2510, 'metric_draw_off': 2506, 'v4': 2402, 'E1': 1759, 'Plan01': 1680, 'metric_batch': 1505}"
gty_neutral6,2.329249378703953,61.13337419263589,12.967328273065862,"{'gender,tournament,year,neutral': 41658, 'gender,archetype': 250, 'gender,tournament,era': 196, 'gender,tournament': 176, 'gender,tournament,year': 142}","{'E5': 14682, 'E4': 5068, 'risk1': 3732, 'dynamic': 2892, 'E2': 2802, 'metric_draw_off': 2460, 'v4': 2122, 'Plan01': 1848, 'metric_batch': 1516, 'E1': 1476}"
gty_neutral8,2.334900030823495,61.0579416340578,12.884823912121067,"{'gender,tournament,year,neutral': 40542, 'gender,tournament,year': 1162, 'gender,archetype': 274, 'gender,tournament,era': 250, 'gender,tournament': 194}","{'E5': 14622, 'E4': 5152, 'risk1': 3708, 'dynamic': 2874, 'E2': 2802, 'metric_draw_off': 2466, 'v4': 2146, 'Plan01': 1800, 'metric_batch': 1492, 'E1': 1476}"
gty_nh6,2.3356070449591013,61.18994861156947,12.691527980764697,"{'gender,tournament,year,neutral,is_home': 38826, 'gender,tournament,year': 2790, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 14627, 'E4': 5090, 'risk1': 3203, 'metric_draw_off': 2476, 'v29': 2467, 'dynamic': 2441, 'v4': 2376, 'E1': 1769, 'Plan01': 1619, 'metric_batch': 1442}"
gty_neutral10,2.3388789165641346,61.00608175003536,12.776389609165056,"{'gender,tournament,year,neutral': 39646, 'gender,tournament,year': 1970, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 14664, 'E4': 5238, 'risk1': 3700, 'dynamic': 2866, 'E2': 2802, 'metric_draw_off': 2498, 'v4': 2154, 'Plan01': 1768, 'E1': 1476, 'metric_batch': 1444}"
gty_nh8,2.341409593331469,61.14280326245816,12.62080995709773,"{'gender,tournament,year,neutral,is_home': 37370, 'gender,tournament,year': 4246, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 14777, 'E4': 5213, 'risk1': 3142, 'v29': 2459, 'metric_draw_off': 2455, 'dynamic': 2445, 'v4': 2372, 'E1': 1781, 'Plan01': 1545, 'metric_batch': 1351}"
gty_nh10,2.342011841513426,61.13337419263589,12.62788175946443,"{'gender,tournament,year,neutral,is_home': 36806, 'gender,tournament,year': 4810, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 14783, 'E4': 5220, 'risk1': 3101, 'metric_draw_off': 2489, 'v29': 2467, 'dynamic': 2445, 'v4': 2381, 'E1': 1781, 'Plan01': 1545, 'metric_batch': 1351}"
gty_neutral12,2.3427987104290815,60.94007826127953,12.677384376031304,"{'gender,tournament,year,neutral': 38826, 'gender,tournament,year': 2790, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 14794, 'E4': 5348, 'risk1': 3700, 'E2': 2812, 'dynamic': 2806, 'metric_draw_off': 2438, 'v4': 2134, 'Plan01': 1748, 'E1': 1486, 'metric_batch': 1404}"
gty_nh12,2.3441217738321853,61.06972797133563,12.594880015086513,"{'gender,tournament,year,neutral,is_home': 35578, 'gender,tournament,year': 6038, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 14903, 'E4': 5340, 'risk1': 3080, 'metric_draw_off': 2456, 'v29': 2437, 'dynamic': 2421, 'v4': 2369, 'E1': 1781, 'Plan01': 1492, 'metric_batch': 1319}"
gty_home2,2.3484993120398014,60.98722361039084,12.597237282542077,"{'gender,tournament,year,is_home': 42368, 'gender,archetype': 38, 'gender,tournament': 10, 'gender,tournament,era': 6}","{'E5': 17046, 'E4': 4525, 'v4': 2646, 'risk1': 2581, 'dynamic': 2531, 'v29': 2434, 'metric_draw_off': 2234, 'risk3': 1875, 'E1': 1822, 'E2': 1401}"
gty_home4,2.353808820615113,60.89293291216822,12.547734665975202,"{'gender,tournament,year,is_home': 41992, 'gender,archetype': 202, 'gender,tournament,era': 122, 'gender,tournament': 106}","{'E5': 17023, 'E4': 4693, 'v4': 2634, 'risk1': 2555, 'dynamic': 2481, 'v29': 2410, 'metric_draw_off': 2219, 'risk3': 1870, 'E1': 1822, 'E2': 1401}"
gty2_gte8_gt16_ga40,2.354119238185606,60.782141341756635,12.618452689642169,"{'gender,tournament,year': 42422}","{'E5': 18456, 'E4': 5054, 'metric_draw_off': 2846, 'E2': 2762, 'v29': 2478, 'dynamic': 2368, 'risk1': 1834, 'v4': 1808, 'E1': 1574, 'Plan01': 846}"
gty4_gte10_gt20_ga40,2.3547424893071094,60.77271227193437,12.601951817453209,"{'gender,tournament,year': 42368, 'gender,archetype': 34, 'gender,tournament,era': 12, 'gender,tournament': 8}","{'E5': 18436, 'E4': 5092, 'metric_draw_off': 2848, 'E2': 2762, 'v29': 2476, 'dynamic': 2362, 'risk1': 1836, 'v4': 1808, 'E1': 1574, 'Plan01': 840}"
gty6_gte12_gt24_ga40,2.356373642857884,60.74913959737872,12.573664607986423,"{'gender,tournament,year': 42244, 'gender,archetype': 88, 'gender,tournament,era': 68, 'gender,tournament': 22}","{'E5': 18404, 'E4': 5148, 'metric_draw_off': 2842, 'E2': 2762, 'v29': 2476, 'dynamic': 2338, 'risk1': 1822, 'v4': 1808, 'E1': 1574, 'Plan01': 828}"
gty_home6,2.3564257366291748,60.83871576069021,12.500589316863891,"{'gender,tournament,year,is_home': 41536, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218, 'gender,tournament,year': 80}","{'E5': 16994, 'E4': 4875, 'v4': 2626, 'risk1': 2534, 'dynamic': 2441, 'v29': 2386, 'metric_draw_off': 2207, 'risk3': 1866, 'E1': 1822, 'E2': 1401}"
gty_home8,2.356826775382291,60.843430295601344,12.486445712130498,"{'gender,tournament,year,is_home': 40516, 'gender,tournament,year': 1100, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 16939, 'E4': 4875, 'v4': 2646, 'risk1': 2528, 'dynamic': 2448, 'v29': 2393, 'metric_draw_off': 2219, 'risk3': 1884, 'E1': 1822, 'E2': 1401}"
gty_home10,2.357016557946431,60.84107302814578,12.484088444674933,"{'gender,tournament,year,is_home': 40066, 'gender,tournament,year': 1550, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 16921, 'E4': 4884, 'v4': 2646, 'risk1': 2511, 'dynamic': 2448, 'v29': 2383, 'metric_draw_off': 2236, 'risk3': 1902, 'E1': 1822, 'E2': 1401}"
gty_home12,2.357305376398682,60.83164395832351,12.479373909763803,"{'gender,tournament,year,is_home': 39300, 'gender,tournament,year': 2316, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 16954, 'E4': 4884, 'v4': 2657, 'risk1': 2511, 'dynamic': 2437, 'v29': 2341, 'metric_draw_off': 2267, 'risk3': 1902, 'E1': 1822, 'E2': 1411}"
gty8_gte16_gt32_ga40,2.3595612673783894,60.67842157371175,12.566592805619726,"{'gender,tournament,year': 41992, 'gender,archetype': 190, 'gender,tournament,era': 172, 'gender,tournament': 68}","{'E5': 18416, 'E4': 5250, 'metric_draw_off': 2830, 'E2': 2762, 'v29': 2464, 'dynamic': 2302, 'risk1': 1810, 'v4': 1802, 'E1': 1574, 'Plan01': 810}"
gty10_gte20_gt40_ga40,2.3624238262475816,60.628918957144876,12.507661119230587,"{'gender,tournament,year': 41616, 'gender,archetype': 322, 'gender,tournament,era': 266, 'gender,tournament': 218}","{'E5': 18412, 'E4': 5450, 'metric_draw_off': 2808, 'E2': 2762, 'v29': 2422, 'dynamic': 2256, 'v4': 1794, 'risk1': 1786, 'E1': 1574, 'Plan01': 794}"
